title,CODE,20_topics,25_topics,30_topics,35_topics,40_topics,45_topics,50_topics
Impact of Test Dose on Motor Function and Ambulation after Epidural Analgesia Combining Neostigmine ,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,29.0,30.0,27.0,4.0
A Case Series: The Use of N-butyl-2-cyanoacrylate Glue for Securing Lumbar Epidural Catheters,OBSTETRIC ANESTHESIA,14.0,8.0,20.0,6.0,10.0,35.0,31.0
Body Temperature Changes with High and Low Concentrations of Ropivacaine Used for Labor Analgesia,OBSTETRIC ANESTHESIA,11.0,20.0,19.0,29.0,30.0,27.0,4.0
The Minimum Local Analgesic Concentration of Ropivacaine in the First Stage of Labor Is Similar in P,OBSTETRIC ANESTHESIA,6.0,20.0,19.0,13.0,30.0,27.0,0.0
The Platelet Function Analyzer (PFA-100) Does Not Predict Blood Loss during Delivery in Women with S,OBSTETRIC ANESTHESIA,15.0,0.0,7.0,9.0,13.0,6.0,23.0
Nitrous Oxide Anxiolysis for Elective Cesarean Section,OBSTETRIC ANESTHESIA,6.0,20.0,19.0,27.0,20.0,23.0,15.0
Cesarean Delivery Anesthesia Outcomes: A Survey of Patient Preferences,OBSTETRIC ANESTHESIA,5.0,20.0,19.0,27.0,30.0,19.0,10.0
Is Maternal Satisfaction Defined by Pain Relief during Childbirth? A Cohort Study in a Swiss Teachin,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Increase in Maternal Temperature with Neuraxial Analgesia during Labor Is Not Related to the Duratio,OBSTETRIC ANESTHESIA,11.0,20.0,21.0,13.0,16.0,27.0,0.0
A Comparison of Butorphanol and Meperidine for Labor Analgesia,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Association between Cesarean Delivery Decision to Incision Interval and Neonatal Outcome,OBSTETRIC ANESTHESIA,17.0,4.0,21.0,13.0,2.0,25.0,31.0
Does Administration of Epidural Analgesia Affect the Incidence of Cesarean Delivery? A 2-year Retros,OBSTETRIC ANESTHESIA,11.0,22.0,21.0,13.0,16.0,22.0,0.0
Intrathecal Neostigmine Produces Analgesia without Increasing Side Effects after Caesarean Section,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
The Effect of Timing in the Initiation of Epidural Infusion at Combined Spinal-Epidural Analgesia fo,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,27.0,4.0
Factors Associated with Anaesthesia Related Maternal Deaths in a Tertiary Hospital in Nigeria,OBSTETRIC ANESTHESIA,17.0,4.0,18.0,19.0,2.0,25.0,31.0
Chronobiology of Intrathecal Fentanyl for Labor Analgesia,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,27.0,0.0
Neonatal Effects of Maternal Analgesia and Sedation with Fentanyl and Midazolam,OBSTETRIC ANESTHESIA,6.0,20.0,21.0,13.0,20.0,23.0,15.0
Supplementary Oxygen for Emergency Cesarean Section under Regional Anesthesia,OBSTETRIC ANESTHESIA,11.0,4.0,21.0,13.0,16.0,22.0,31.0
The Efficacy of Prophylactic Epidural Blood Patch in Preventing Post Dural Puncture Headache in the ,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Trends in Obstetric Anesthesia Malpractice Claims over the Last Three Decades,OBSTETRIC ANESTHESIA,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Predicting Prolonged Fetal Heart Deceleration with Intrathecal Bupivacaine/Fentanyl,OBSTETRIC ANESTHESIA,11.0,4.0,21.0,13.0,16.0,22.0,0.0
Maternal Hemodynamic Parameters after Crystalloid vs Colloid Preloading for Cesarean Section under S,OBSTETRIC ANESTHESIA,11.0,16.0,16.0,22.0,24.0,6.0,31.0
Does Addition of Dolasetron to Metoclopramide Alter Nausea and Vomiting in Cesarean Section Patients,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Histopathological Profile of Ondansetron in Rabbit Spinal Cord,OBSTETRIC ANESTHESIA,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Is Preeclampsia Associated with Decreased Vascular Compliance?,OBSTETRIC ANESTHESIA,12.0,16.0,16.0,19.0,24.0,6.0,31.0
Effects of Sevoflurane; Desflurane; and Halothane on Isolated Human Pregnant Uterine Muscles,OBSTETRIC ANESTHESIA,10.0,17.0,18.0,19.0,24.0,12.0,31.0
Does Pregnancy Lower General Anesthetic Requirements?,OBSTETRIC ANESTHESIA,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Differential Amino Acid Profile in the Cerebrospinal Fluid of Parturients with and without Labor Pai,OBSTETRIC ANESTHESIA,12.0,17.0,18.0,13.0,24.0,6.0,31.0
The Effect of Propofol and Thiopental Sodium on Fertilization and Early Embryo Development in a Mous,OBSTETRIC ANESTHESIA,6.0,7.0,18.0,19.0,24.0,23.0,15.0
Effect of Labor Analgesia on Heart Rate Variability,OBSTETRIC ANESTHESIA,6.0,20.0,18.0,19.0,24.0,6.0,31.0
Prostaglandin D2 as a Predictive Marker of CSF: Implication in Epidural Anesthesia,OBSTETRIC ANESTHESIA,11.0,22.0,18.0,19.0,24.0,6.0,31.0
Can the Number of Unplanned Errors Predict Performance on a Simulator Based Evaluation Process,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Global Ratings To Assess Undergraduate Team Performances,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Developing Consensus for Assessment in the Simulated Environment: A Proposed Method Using Airway Doc,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Instructor Qualification Guidelines for Crisis Resource Management,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Does Training Affect the Definition of a Difficult Intubation?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
The Role of Simulation in the Development of Clinical Research Protocols,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,6.0,31.0
Simulation Based Evaluation of ACGME Competencies Using High Fidelity Simulation of a Venous Air Emb,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
The Use of Cognitive Aids in Simulated Anesthetic Crises,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Airway Rescue with the Bougie in Emergency Airway Management,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Simulation-Based Evaluation of a Point-of-Care Information System for Anesthesiologists While Managi,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Factors Associated with Dental Injuries Associated with Anesthesia at University of Louisville Hospi,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,25.0,31.0
Lateral Neck Radiography and Prediction of Difficult Intubation: A Double-Blind Randomized Trial,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Comparison of the Effect of Propofol & Thiopental in Prevention of Increased IOP after Endotracheal ,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,6.0,7.0,18.0,10.0,20.0,23.0,15.0
Hoarseness Following Endotracheal Intubation,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Effects of Erythromycin on Gastric Emptying (GE) in Cold Stressed Volunteers,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,3.0,20.0,18.0,27.0,24.0,6.0,31.0
Development of a Difficult Intubation Risk Assessment and Management Algorithm,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Ultrasound Evaluation of Anterior Neck Soft Tissue Thickness of as a Predictor of Difficult Laryngos,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
The Role of the Combitube for In-Hospital Emergency Airway Management,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Difficult Airway Management Using Human Dynamic Macrosimulation: Practicing Anesthesiologists Do Not,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Tracheal Intubation Using the Bonfils Intubation Fiberscope after Failed Direct Laryngoscopy,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
The Role of Human Factors in Patient Safety during Pediatric Cardiac Surgery,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Evaluation of the Usefulness for Two Devices; Oxydem3000 and Laerdal; at the Time of Resuscitation,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,9.0,10.0,6.0,23.0,11.0,10.0,6.0
Does Doing Elective Cases at Night Accrue Incremental Morbidity?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,25.0,31.0
Estimation of the Incidence of Malignant Hyperthermia Using a Capture-Recapture Method in the USA,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Goitre Associated with Difficult Intubation in Thyroid Surgery: Myth or Reality?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Failed Postoperative Extubations Are Avoidable,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,25.0,31.0
Respiratory Events during Monitored Anesthesia Care in High-Risk Cardiac Patients Undergoing Placeme,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,25.0,31.0
Intraocular Pressure Changes during Laparoscopic Radical Prostatectomy,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,12.0,4.0,18.0,4.0,24.0,6.0,31.0
Use of Simulation To Define Learning Curve Associated with Multidisciplinary Team Performance in Man,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Retrograde Air Embolization during Radial Artery Catheter Flushing: An Ultrasound Study,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,9.0,10.0,16.0,19.0,24.0,6.0,31.0
Prophylactic Administration of Ondansetron and Dolasetron Have Minimal Effects on Ventricular Repola,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,6.0,20.0,18.0,27.0,24.0,23.0,15.0
A Survey of Communications Practices and Problems among Attendees at the 2003 ASA Annual Conference,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,24.0,6.0,31.0
Internet Sales of Herbal Anticoagulants: Evaluation of Product Information,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,21.0,24.0,6.0,31.0
Cardiac Arrest in the Operating Theater Due to Problems in Administration of Anesthesia-Related Drug,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,25.0,31.0
A Continuous Quality Improvement Program Reduced Perioperative Adverse Outcomes in a Large Hospital ,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Metoclopramide Administration for Perioperative Aspiration Prophylaxis in Diabetic Patients: Is This,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,20.0,19.0,27.0,23.0,16.0,10.0
Discharge Analgesic Prescription Errors in Pediatrics: A Preliminary Study of 105 Patients,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Burn Injury in the OR: A Closed Claims Analysis,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Wrong-Sided Anesthetic and Surgical Procedures: Are They Preventable?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Safety and Beneficial Effect on Body Core Temperature of Prewarmed Plasma Substitute Hydroxyethyl St,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,9.0,4.0,18.0,4.0,3.0,33.0,22.0
Postoperative Visual Loss: A Retrospective Chart Review,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Cardiac Arrest and Death during Anesthesia Secondary to Iatrogenic Hyperkalemia: Case Report and Dat,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,24.0,6.0,31.0
The Comparison of Coagulation Status in the Cadaveric and Living-Related Liver Transplantation,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,15.0,4.0,18.0,19.0,25.0,26.0,31.0
CABG Outcomes Improvement in Low and High Volume/High Mortality Centers Using a Systems Management A,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,2.0,6.0,31.0
Sructured Peer Review Analysis of Anesthesia Equipment-Related Adverse Outcomes,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Analysis of Deaths Occurring within 24 Hours of Anesthesia,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,23.0,10.0,19.0,2.0,25.0,31.0
Impact of Endovascular Repair on the Perioperative Transfusion Requirements for Ruptured or Symptoma,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,23.0,10.0,9.0,25.0,25.0,12.0
Intraoperative Use of Tramadol Prevents Postoperative Shivering after Remifentanil-Based General Ane,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Endovascular Repair of Ruptured or Symptomatic Abdominal Aortic or Iliac Aneurysms: Is This Treatmen,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,23.0,10.0,8.0,2.0,25.0,31.0
Intraoperative Cardiac Arrest during Anesthesia: A Thirteen-Year Survey in a Major University Hospit,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Laying Traps: How Infusion Device Interface Design Contributes to Adverse Events,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,24.0,6.0,31.0
Adverse Events Associated with Anesthesia,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,2.0,25.0,31.0
Does the Use of Bair Huggers Increase the Likelihood of Operating Room Fires?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,2.0,4.0,18.0,4.0,3.0,6.0,31.0
Staged Anesthesia for Concomitant Carotid and Coronary Revascularization – A New Approach,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,14.0,23.0,10.0,6.0,2.0,25.0,28.0
Anesthesia Practice Patterns in Living Donor Liver Resection Surgery,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,24.0,6.0,31.0
Perioperative beta-Blocker Guidelines: Their Impact on Practice?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
A Comparison of Anesthesia Residents’ Experiences: 1950-2000,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,21.0,18.0,6.0,31.0
A Brief History of Sexual Hallucinations during Sedation and Anesthesia,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Antiemetic and Analgesic Use during the Lewis and Clark Expedition 1804-1806,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
An Opportunity To Stand Up; Be Counted and Salute: Women Physician Anesthetists in World War I,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,24.0,6.0,31.0
Chevalier Q. Jackson; MD and His Contributions to Laryngoscopy,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,19.0,4.0,6.0,31.0
Dr. Rudolph Matas: Innovator in Anesthesiology,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Koller and Halsted at the University of Vienna in the 1870's,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Ralph Waters and His Kansas City Practice: 1924-1927,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,24.0,6.0,31.0
Military Opposition and Religious Objections to Anesthetics; 1846-1848,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Lundy's Rankings and Geographical Distribution of Anesthesiologists Suitable for World War II Milita,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,24.0,6.0,31.0
History of the ASA Annual Meeting Poster Sessions,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,6.0,31.0
Positive or Negative Pressure Ventilation - That's the Question: The Impact of Ferdinand Sauerbruch ,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Brain's Brainstorm: The History and Evolution of the Laryngeal Mask Airway,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,13.0,6.0,12.0,5.0,4.0,28.0,31.0
Biological and Chemical Terrorism Preparedness-A Survey of Anesthesia Training Programs in the Unite,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Stonewall Jackson: Did He Die from Aspiration Pneumonia?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
From Concept to Codification: A Survey of Patient Transport Practices in New Jersey Is Used To Chang,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,24.0,6.0,31.0
The Use of “Off-Label” Medications in Anesthesia Journal Publications,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Protecting Vulnerable Subjects in Clinical Research,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,21.0,24.0,6.0,31.0
Informed Consent Policies and Attitudes Governing Anesthesia Related Procedures by Medical Students,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Addiction: An Occupational Hazard for Anesthesiologists,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
Radiation Exposure to Anesthesia Personnel,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,18.0,19.0,24.0,6.0,31.0
What Effect Does Income Have on Anesthesiologist Retirement Rates?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
A Systematic Review of Economic Evaluations (EEs) Studies of Pain Management Practice over the Last ,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
The Incidence of Sexual Assault on Patients under Anesthesia or Sedation,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,4.0,18.0,19.0,24.0,6.0,31.0
A Survey of Post Anesthesia Core Temperatures,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,17.0,4.0,15.0,4.0,2.0,33.0,31.0
Are We Polluting the Hospital Environment with Anesthetic Gases?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,9.0,4.0,18.0,19.0,11.0,6.0,31.0
Operating by Flashlight: Power Failure and Safety Lessons from the August; 2003 Blackout,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,18.0,19.0,24.0,6.0,31.0
Peer Review of Meeting Abstracts: Reliable or Not?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,31.0
Efficacy of Simulator Training: Non-Technical Skills,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Electrocardiogram Interpretation Skills Do Not Improve with Residency Training,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Use of a Portfolio Process for Formative Assessment of an Orientation Program for New Anesthesiology,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Independent Resident Reading and Performance on Anesthesiology In-Training Examination,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Trainee Evaluations of Attendings Provide Global Assessments,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Preliminary Validation of a Screen-Based Simulator for Evaluating Resident Performance during Critic,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Development of a Unified Assessment Tool for Measuring Resident Performance during an Obstetric Anes,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
The Anesthesiology Residency Application Process and Correlation to Future Performance,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
The Effectiveness of Faculty Teaching: Anesthesiology Resident's Perception,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Do Scores on Certification and Licensure Exams Predict Success for IMG's on the ABA Written Exam?,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Use of a Portfolio Assessment To Stimulate Academic Productivity in an Anesthesiology Residency,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Assessing Progress toward the New Resident Duty Hours Requirements,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Resident Oral Performance Assessment by Rubric-Based Faculty Evaluation: Reliability and Validity Mo,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Impact of General Competencies in the Resident Recruitment Process,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Expert and Literature Consensus on Implementing a Patient Safety Curriculum,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Management of Arrhythmias Using High-Fidelity Simulation,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
Teaching Fiberoptic Endoscopy; LMA and Other Airway Equipment for Difficult Airway Management: Surve,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
A Template for Successful Anesthesiology Resident Recruitment,PATIENT SAFETY;PRACTICE MANAGEMENT;HISTORY;and EDUCATION,5.0,21.0,8.0,21.0,18.0,13.0,18.0
